"","X.1","X","net","net_index","Start_hh","Start_mm","End_hh","End_mm","Year","Month","Day","Date","Week","Season","Fisherman","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Duration","Gambari_net","Distance_from_shore_km","depth_meter","new_site","new_direction","Lat_shore","lon_shore","perpendicular","Lon_final","Lat_final","loc_DEPTH","Nra","Sco","Sig","Ssi","Umo","Upo","mtc"
"89",89,89,89,"101-2004_05",NA,NA,NA,NA,2004,11,5,"2004-11-05",45,"autumn",NA,"Ashdod S",NA,NA,"night",FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"90",90,90,90,"101-2005_6",7,0,"11","30",2005,12,8,"2005-12-08",49,"winter","Vadim","Ashdod S",50,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,90,"Ashdod","S",31.83,34.63,301,34.49770692,31.89774559,90.06357578,0,10,0,0,0,0,28
"91",91,91,91,"101-2006_7_first",6,15,"9","15",2006,11,9,"2006-11-09",45,"autumn","Doli","Maavar Malita",NA,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,NA,"Maavar Malita",NA,31.98,34.73,293,NA,NA,NA,0,50,0,0,30,0,26.160057385
"92",92,92,92,"101-2007_8",8,0,"11","0",2007,11,9,"2007-11-09",45,"autumn","Doli","Ashdod S",NA,1.4,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,2.52,34.48971354,"Ashdod","S",31.83,34.63,301,34.60717967,31.84170295,34.48971354,0,0,0,0,0,0,NA
"93",93,93,93,"101-2008_09",8,0,"11","30",2008,11,7,"2008-11-07",45,"autumn","Vadim","Ashdod N",NA,3,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,5.4,39.21016337,"Ashdod","N",31.83,34.63,301,34.58109223,31.85507271,39.21016337,0,15,0,0,0,10,26.709719548
"94",94,94,94,"101-2010_11",2,30,"7","0",2010,10,30,"2010-10-30",44,"autumn","Levi","Ashdod S",NA,2.5,NA,FALSE,FALSE,FALSE,NA,FALSE,4.5,TRUE,4.5,38.21371536,"Ashdod","S",31.83,34.63,301,34.58924536,31.85089524,38.21371536,10,0,0,0,0,0,28
"95",95,95,95,"101-2011_12",18,0,"22","30",2012,2,13,"2012-02-13",7,"winter","Vadim","Jaffa N",NA,3.5,NA,FALSE,FALSE,FALSE,NA,FALSE,4.5,FALSE,6.3,42.3068309,"Jaffa","N",32.05,34.74,296,34.68002725,32.07489149,42.3068309,10,0,0,0,0,0,28
"96",96,96,96,"101-2012_13",16,0,"18","30",2012,11,14,"2012-11-14",46,"autumn","Levi","Ashkelon N",16,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,2.5,TRUE,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53269216,31.69696037,29.91476572,25,10,0,20,0,10,27.2115382538462
"97",97,97,97,"102-1976_7_b",12,0,"16","0",1977,4,24,"1977-04-24",17,"spring","Levi","Ashdod W",8,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,14.4,"Ashdod","W",31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"98",98,98,98,"102-1977_8",20,15,"5",NA,1977,12,26,"1977-12-26",52,"winter","Tzion","Ashdod S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"99",99,99,99,"102-1978",7,30,"12","30",1978,7,11,"1978-07-11",28,"summer","Tzion","Borot E",9,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,16.2,"borot","E",31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"100",100,100,100,"102-1981_2",NA,NA,NA,NA,1981,12,21,"1981-12-21",51,"winter","Levi","Ashdod S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"101",101,101,101,"102-1984_5",10,30,"13","30",1984,11,2,"1984-11-02",44,"autumn","Sarot","Jaffa",26,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,46.8,"Jaffa",NA,32.05,34.74,296,34.66193385,32.08239286,46.87758517,0,0,0,0,0,0,NA
"102",102,102,102,"102-1987_8",NA,NA,NA,NA,1987,11,10,"1987-11-10",45,"autumn","Sarot","Falick S",28,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,50.4,"Falick","S",32.26,34.83,300,34.74264461,32.30280437,50.45819813,0,0,0,0,0,0,NA
"103",103,103,103,"102-1989_90",7,0,"10","0",1989,11,10,"1989-11-10",45,"autumn","Levi","Ashdod N",NA,2.8,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,5.04,38.33304096,"Ashdod","N",31.83,34.63,301,34.58435357,31.85340178,38.33304096,0,0,0,0,0,0,NA
"104",104,104,104,"102-1991_2",5,30,"9","30",1991,11,12,"1991-11-12",46,"autumn","Levi","Hadera S",42,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,75.6,"Hadera","S",32.438,34.88,288,34.76669324,32.46915872,74.63905778,0,0,0,0,0,0,NA
"105",105,105,105,"102-1992_3",NA,NA,NA,NA,1992,12,1,"1992-12-01",48,"winter","Tzion","Bat yam S",NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,NA,NA,"Bat_Yam","S",32.02,34.73,286,NA,NA,NA,0,0,0,0,0,0,NA
"106",106,106,106,"102-1994_5",19,0,"6","0",1994,10,30,"1994-10-30",44,"autumn","Levi","Ashdod N",12,NA,NA,FALSE,NA,NA,NA,FALSE,11,TRUE,NA,21.6,"Ashdod","N",31.83,34.63,301,34.6272836,31.83139342,21.16304193,0,0,0,0,0,0,NA
"107",107,107,107,"102-1995_6",15,0,"17","30",1995,11,4,"1995-11-04",44,"autumn","Levi","Natania",4,NA,NA,FALSE,NA,NA,NA,FALSE,2.5,FALSE,NA,7.2,"Natania",NA,32.33,34.85,300,34.84080149,32.33450853,8.604014921,0,0,0,0,0,0,NA
"108",108,108,108,"102-1997_8",18,30,"0","0",1997,12,2,"1997-12-02",48,"winter","Sarot","Ashdod S",180,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,FALSE,NA,324,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"109",109,109,109,"102-1998_9",NA,NA,NA,NA,1998,11,1,"1998-11-01",44,"autumn","Sarot","Riding S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,"Riding","S",32.1,34.77,285,NA,NA,NA,0,0,0,0,0,0,NA
"110",110,110,110,"102-2001",6,45,"10","30",2001,5,23,"2001-05-23",21,"spring","Levi","Ashdod S",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,3.75,FALSE,3.96,37.81362932,"Ashdod","S",31.83,34.63,301,34.59413689,31.8483885,37.81362932,0,0,0,0,0,0,NA
"111",111,111,111,"102-2001_02",12,0,"16","30",2001,11,24,"2001-11-24",47,"autumn","Sarot","Ashdod(S)",NA,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,NA,"Ashdod",NA,31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"112",112,112,112,"102-2002_3",NA,NA,NA,NA,2002,11,1,"2002-11-01",44,"autumn","Sarot","Ashdod S",50,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,90,"Ashdod","S",31.83,34.63,301,34.49770692,31.89774559,90.06357578,0,0,0,0,0,0,NA
"113",113,113,113,"102-2003_4",NA,NA,NA,NA,2003,10,25,"2003-10-25",43,"autumn","Sarot","Katza N",22,NA,NA,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,39.6,"Katza","N",31.63,34.51,306,34.43833418,31.67450878,39.57326146,0,0,0,0,0,0,NA
"114",114,114,114,"102-2004_05",NA,NA,NA,NA,2004,11,6,"2004-11-06",45,"autumn",NA,"Ashdod S",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,3.96,37.81362932,"Ashdod","S",31.83,34.63,301,34.59413689,31.8483885,37.81362932,0,0,0,0,10,0,23.09348636
"115",115,115,115,"102-2005_6",19,15,"3","30",2005,12,8,"2005-12-08",49,"winter","Vadim","Ashdod S",12,NA,NA,FALSE,NA,NA,NA,FALSE,8.25,TRUE,NA,21.6,"Ashdod","S",31.83,34.63,301,34.6272836,31.83139342,21.16304193,0,0,0,0,0,0,NA
"116",116,116,116,"102-2006_7_first",9,45,"12","45",2006,11,9,"2006-11-09",45,"autumn","Doli","Maavar Malita",NA,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,NA,"Maavar Malita",NA,31.98,34.73,293,NA,NA,NA,0,30,0,0,0,0,28
"117",117,117,117,"102-2008_09",12,0,"15","30",2008,11,7,"2008-11-07",45,"autumn","Vadim","Jaffa N",NA,2.8,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,5.04,40.96558007,"Jaffa","N",32.05,34.74,296,34.6920244,32.06991547,40.96558007,0,10,0,0,50,0,23.9112386333333
"118",118,118,118,"102-2009_10",8,0,"12","0",2009,11,8,"2009-11-08",45,"autumn","Vadim","Bat yam N",39,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,70.2,"Bat_Yam","N",32.02,34.73,286,34.61702335,32.04754141,70.3149897,0,0,0,0,0,0,NA
"119",119,119,119,"102-2010_11",7,30,"11","30",2010,10,31,"2010-10-31",44,"autumn","Levi","Bat yam S",NA,1.8,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,3.24,37.58091032,"Bat_Yam","S",32.02,34.73,286,34.69703002,32.02804953,37.58091032,0,20,0,0,0,0,28
"120",120,120,120,"102-2011_12",23,0,"3","30",2012,2,13,"2012-02-13",7,"winter","Vadim","Herzelia N",NA,3.5,NA,FALSE,FALSE,FALSE,NA,FALSE,4.5,FALSE,6.3,41.73037015,"Herzelia","N",32.17,34.8,298,34.74100629,32.19665836,41.73037015,20,0,0,0,0,0,28
"121",121,121,121,"102-2012_13",19,45,"0","45",2012,11,14,"2012-11-14",46,"autumn","Levi","Ashdod N",15,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,5,TRUE,NA,27,"Ashdod","N",31.83,34.63,301,34.62275607,31.83371567,26.73728619,0,0,0,0,0,0,NA
"122",122,122,122,"103-1976_7_b",16,30,"13","0",1977,4,24,"1977-04-24",17,"spring","Levi","Ashdod E",8,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,14.4,"Ashdod","E",31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"123",123,123,123,"103-1977_8",6,NA,"9","30",1977,12,27,"1977-12-27",52,"winter","Tzion","Katza S",15,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,27,"Katza","S",31.63,34.51,306,34.49379585,31.64007101,26.29509841,0,0,0,0,0,0,NA
"124",124,124,124,"103-1978",13,0,"17","30",1978,7,11,"1978-07-11",28,"summer","Tzion","Borot",12,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,21.6,"borot",NA,31.83,34.63,301,34.6272836,31.83139342,21.16304193,0,0,0,0,0,0,NA
"125",125,125,125,"103-1981_2",NA,NA,NA,NA,1981,12,22,"1981-12-22",51,"winter","Levi","Bat yam N",24,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,43.2,"Bat_Yam","N",32.02,34.73,286,34.66181498,32.03663615,43.27565697,0,0,0,0,0,0,NA
"126",126,126,126,"103-1984_5",NA,NA,NA,NA,1984,11,2,"1984-11-02",44,"autumn","Sarot","Palmachim",23,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,41.4,"Palmachim ",NA,31.9,34.7,285,34.61829462,31.91864667,41.74190081,0,0,0,0,0,0,NA
"127",127,127,127,"103-1987_8",NA,NA,NA,NA,1987,11,10,"1987-11-10",45,"autumn","Sarot","Jaffa S",28,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,50.4,"Jaffa","S",32.05,34.74,296,34.66002911,32.08318232,50.16108397,0,0,0,0,0,0,NA
"128",128,128,128,"103-1989_90",10,30,"14","30",1989,11,10,"1989-11-10",45,"autumn","Levi","Jaffa S",NA,2.6,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,4.68,40.56371125,"Jaffa","S",32.05,34.74,296,34.69545192,32.06849354,40.56371125,0,0,0,0,0,0,NA
"129",129,129,129,"103-1990_1",NA,NA,NA,NA,1990,11,12,"1990-11-12",46,"autumn","Tzion","Ashdod(N)",20,2.7,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,4.86,36,"Ashdod",NA,31.83,34.63,301,34.60283228,31.84393162,35.77251771,0,0,0,0,0,0,NA
"130",130,130,130,"103-1991_2",10,0,"13","15",1991,11,12,"1991-11-12",46,"autumn","Levi","Herzelia S",42,NA,NA,FALSE,NA,NA,NA,FALSE,3.25,FALSE,NA,75.6,"Herzelia","S",32.17,34.8,298,34.67822921,32.22497897,75.85188794,0,0,0,0,0,0,NA
"131",131,131,131,"103-1992_3",10,30,"13","15",1992,12,3,"1992-12-03",49,"winter","Sarot","Ashdod N",NA,2.5,NA,FALSE,FALSE,FALSE,NA,FALSE,2.75,FALSE,4.5,38.21371536,"Ashdod","N",31.83,34.63,301,34.58924536,31.85089524,38.21371536,0,0,0,0,0,0,NA
"132",132,132,132,"103-1994_5",6,30,"10","30",1994,10,31,"1994-10-31",44,"autumn","Levi","Ashdod S",17,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,30.6,"Ashdod","S",31.83,34.63,301,34.61551157,31.83743092,30.70015138,0,0,0,0,0,0,NA
"133",133,133,133,"103-1995_6",21,0,"4","0",1995,11,4,"1995-11-04",44,"autumn","Levi","Hadera",52,NA,NA,FALSE,NA,NA,NA,FALSE,7,FALSE,NA,93.6,"Hadera",NA,32.438,34.88,288,34.75252442,32.47304638,92.57126482,0,0,0,0,0,0,NA
"134",134,134,134,"103-1997_8",NA,NA,NA,NA,1997,12,3,"1997-12-03",49,"winter","Sarot","Katza N",200,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,360,"Katza","N",31.63,34.51,306,NA,NA,NA,0,0,0,0,0,0,NA
"135",135,135,135,"103-2001",13,0,"18","30",2001,5,23,"2001-05-23",21,"spring","Levi","Ashdod N",180,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,FALSE,NA,324,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"136",136,136,136,"103-2001_02",NA,NA,NA,NA,2001,11,24,"2001-11-24",47,"autumn","Sarot","Ashdod(S)",NA,1.4,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,2.52,34.48971354,"Ashdod",NA,31.83,34.63,301,34.60717967,31.84170295,34.48971354,0,0,0,0,0,0,NA
"137",137,137,137,"103-2002_3",NA,NA,NA,NA,2002,11,1,"2002-11-01",44,"autumn","Sarot","Katza N",50,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,90,"Katza","N",31.63,34.51,306,34.37087179,31.71633118,89.40643222,0,0,0,0,0,0,NA
"138",138,138,138,"103-2003_4",NA,NA,NA,NA,2003,10,25,"2003-10-25",43,"autumn","Sarot","Ashdod S",NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,NA,NA,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"139",139,139,139,"103-2004_05",NA,NA,NA,NA,2004,11,6,"2004-11-06",45,"autumn",NA,"Ashdod S",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,3.96,37.81362932,"Ashdod","S",31.83,34.63,301,34.59413689,31.8483885,37.81362932,0,0,0,0,0,0,NA
"140",140,140,140,"103-2005_6",7,15,"12","15",2005,12,9,"2005-12-09",49,"winter","Vadim","Ashdod N",NA,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,NA,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,10,0,0,0,0,28
"141",141,141,141,"103-2006_7_first",13,30,"16","45",2006,11,9,"2006-11-09",45,"autumn","Doli","Ashdod N",NA,340,NA,FALSE,NA,NA,NA,FALSE,3.25,FALSE,612,NA,"Ashdod","N",31.83,34.63,301,28.91429487,34.54432868,NA,0,30,0,0,0,0,28
"142",142,142,142,"103-2007_8",15,0,"17","0",2007,11,9,"2007-11-09",45,"autumn","Doli","Ashdod N",NA,4,NA,FALSE,NA,NA,NA,FALSE,2,FALSE,7.2,43.63903566,"Ashdod","N",31.83,34.63,301,34.56478376,31.86342607,43.63903566,0,0,0,0,0,0,NA
"143",143,143,143,"103-2008_09",16,0,"19","30",2008,11,7,"2008-11-07",45,"autumn","Vadim","Jaffa N",NA,2.8,NA,FALSE,NA,NA,NA,FALSE,3.5,TRUE,5.04,40.96558007,"Jaffa","N",32.05,34.74,296,34.6920244,32.06991547,40.96558007,0,0,0,0,20,0,23.09348636
"144",144,144,144,"103-2009_10",12,45,"16","30",2009,11,8,"2009-11-08",45,"autumn","Vadim","Falick N",29,NA,NA,FALSE,NA,NA,NA,FALSE,3.75,FALSE,NA,52.2,"Falick","N",32.26,34.83,300,34.73988469,32.30415509,51.6834561,10,0,0,0,0,0,28
"145",145,145,145,"103-2010_11",12,30,"16","45",2010,10,31,"2010-10-31",44,"autumn","Levi","Ashdod N",NA,22,NA,FALSE,FALSE,FALSE,NA,FALSE,4.25,FALSE,39.6,NA,"Ashdod","N",31.83,34.63,301,34.2707276,32.0134261,NA,0,0,0,0,0,0,NA
"146",146,146,146,"103-2011_12",4,0,"7","30",2012,2,14,"2012-02-14",7,"winter","Vadim","Michmoret S",NA,3.5,NA,FALSE,FALSE,FALSE,NA,FALSE,3.5,FALSE,6.3,47.88242521,"Michmoret","S",32.4,34.86,286,34.79561911,32.4156428,47.88242521,15,0,0,0,10,0,26.037394544
"147",147,147,147,"103-2012_13",1,15,"4","0",2012,11,14,"2012-11-14",46,"autumn","Levi","Ashdod N",14,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,2.75,TRUE,NA,25.2,"Ashdod","N",31.83,34.63,301,34.6236616,31.83325123,25.89381748,0,0,0,0,0,0,NA
"148",148,148,148,"104-1976_7_b",23,30,"6","30",1977,4,25,"1977-04-25",17,"spring","Levi","Ashdod W",8,NA,NA,FALSE,NA,NA,NA,FALSE,7,FALSE,NA,14.4,"Ashdod","W",31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"149",149,149,149,"104-1977_8",10,NA,"14",NA,1977,12,27,"1977-12-27",52,"winter","Tzion","Gazza S",16,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,28.8,"Gaza","S",31.6,34.48,310,34.46708347,31.60927479,29.16197141,0,0,0,0,0,0,NA
"150",150,150,150,"104-1978",NA,NA,NA,NA,1978,7,13,"1978-07-13",28,"summer","Sarot","Petach",9,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,16.2,"Petach ",NA,31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"151",151,151,151,"104-1981_2",NA,NA,NA,NA,1981,12,22,"1981-12-22",51,"winter","Levi","Bat yam N",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,"Bat_Yam","N",32.02,34.73,286,NA,NA,NA,0,0,0,0,0,0,NA
"152",152,152,152,"104-1984_5",NA,NA,NA,NA,1984,11,2,"1984-11-02",44,"autumn","Sarot","Hilton",10,NA,NA,TRUE,NA,NA,NA,FALSE,NA,FALSE,NA,18,"Tel_aviv",NA,32.08,34.74,285,34.74,32.08,27.19588208,0,0,0,0,0,0,NA
"153",153,153,153,"104-1987_8",NA,NA,NA,NA,1987,11,10,"1987-11-10",45,"autumn","Sarot","Ashdod S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"154",154,154,154,"104-1989_90",17,0,"23","30",1989,11,10,"1989-11-10",45,"autumn","Levi","Nitanim S",50,NA,NA,FALSE,NA,NA,NA,FALSE,6.5,FALSE,NA,90,"Nitzanim","S",31.7,34.6,304,34.4301655,31.79772338,89.45545661,0,0,0,0,0,0,NA
"155",155,155,155,"104-1990_1",NA,NA,NA,NA,1990,11,12,"1990-11-12",46,"autumn","Tzion","Jaffa",42,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,75.6,"Jaffa",NA,32.05,34.74,296,34.63145408,32.09502088,76.80399769,0,0,0,0,0,0,NA
"156",156,156,156,"104-1991_2",21,0,"4","30",1991,11,12,"1991-11-12",46,"autumn","Sarot","Palmachim N",82,NA,NA,FALSE,NA,NA,NA,FALSE,7.5,FALSE,NA,147.6,"Palmachim ","N",31.9,34.7,285,34.52020471,31.94095322,146.2856065,0,0,0,0,0,0,NA
"157",157,157,157,"104-1992_3",14,0,"19","0",1992,12,3,"1992-12-03",49,"winter","Sarot","Bat yam N",NA,2.5,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,4.5,39.59914209,"Bat_Yam","N",32.02,34.73,286,34.68420681,32.03117758,39.59914209,0,0,0,0,0,0,NA
"158",158,158,158,"104-1994_5",11,0,"15","0",1994,10,31,"1994-10-31",44,"autumn","Levi","Katza N",NA,4,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,7.2,35.78572425,"Katza","N",31.63,34.51,306,34.44857633,31.66815286,35.78572425,0,0,0,0,0,0,NA
"159",159,159,159,"104-1995_6",5,45,"10","0",1995,11,5,"1995-11-05",45,"autumn","Levi","Ga'ash",4,NA,NA,FALSE,NA,NA,NA,FALSE,4.25,FALSE,NA,7.2,"Gaash",NA,32.23,34.81,293,34.80804679,32.2307047,11.44530465,0,0,0,0,0,0,NA
"160",160,160,160,"104-1998_9",6,30,"10","30",1998,11,2,"1998-11-02",44,"autumn","Sarot","Herzelia N",33,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,59.4,"Herzelia","N",32.17,34.8,298,34.69509852,32.21737352,59.07761559,0,0,0,0,0,0,NA
"161",161,161,161,"104-2001",20,0,"2","30",2001,5,23,"2001-05-23",21,"spring","Levi","Jaffa N",180,NA,NA,FALSE,NA,NA,NA,FALSE,6.5,FALSE,NA,324,"Jaffa","N",32.05,34.74,296,NA,NA,NA,0,0,0,0,0,0,NA
"162",162,162,162,"104-2002_3",NA,NA,NA,NA,2002,11,1,"2002-11-01",44,"autumn","Sarot","Ashdod S",8,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,14.4,"Ashdod","S",31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"163",163,163,163,"104-2003_4",10,0,"14","0",2003,10,27,"2003-10-27",43,"autumn","Levi","Ashdod S",NA,3,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,5.4,39.21016337,"Ashdod","S",31.83,34.63,301,34.58109223,31.85507271,39.21016337,0,0,0,0,0,0,NA
"164",164,164,164,"104-2004_05",NA,NA,NA,NA,2004,11,6,"2004-11-06",45,"autumn",NA,"Katza S",NA,1,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,1.8,25.11636085,"Katza","S",31.63,34.51,306,34.49464879,31.63954101,25.11636085,0,0,0,0,0,0,NA
"165",165,165,165,"104-2005_6",13,0,"16","30",2005,12,9,"2005-12-09",49,"winter","Vadim","Ashdod N",NA,2.5,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,4.5,38.21371536,"Ashdod","N",31.83,34.63,301,34.58924536,31.85089524,38.21371536,0,0,0,0,10,0,23.09348636
"166",166,166,166,"104-2006_7_first",17,30,"22","45",2006,11,9,"2006-11-09",45,"autumn","Doli","Ashdod N",15,NA,NA,FALSE,NA,NA,NA,FALSE,5.25,TRUE,NA,27,"Ashdod","N",31.83,34.63,301,34.62275607,31.83371567,26.73728619,0,0,0,0,0,0,NA
"167",167,167,167,"104-2007_8",18,0,"23","15",2007,11,9,"2007-11-09",45,"autumn","Doli","Ashdod N",16,NA,NA,FALSE,NA,NA,NA,FALSE,5.25,TRUE,NA,28.8,"Ashdod","N",31.83,34.63,301,34.620945,31.83464452,28.31110829,0,0,0,0,0,0,NA
"168",168,168,168,"104-2008_09",20,30,"5","0",2008,11,7,"2008-11-07",45,"autumn","Vadim","Ashdod S",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,8.5,TRUE,3.96,37.81362932,"Ashdod","S",31.83,34.63,301,34.59413689,31.8483885,37.81362932,0,0,0,0,0,0,NA
"169",169,169,169,"104-2009_10",17,0,"22","0",2009,11,8,"2009-11-08",45,"autumn","Vadim","Hadera S",NA,3.5,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,6.3,48.47247611,"Hadera","S",32.438,34.88,288,34.81627455,32.45553934,48.47247611,20,0,0,0,0,0,28
"170",170,170,170,"104-2010_11",8,0,"12","0",2010,11,1,"2010-11-01",44,"autumn","Vadim","Ashdod N",NA,3,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,5.4,39.21016337,"Ashdod","N",31.83,34.63,301,34.58109223,31.85507271,39.21016337,0,10,0,0,0,0,28
"171",171,171,171,"104-2011_12",8,0,"11","30",2012,2,14,"2012-02-14",7,"winter","Vadim","Herzelia S",27,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,3.5,FALSE,NA,48.6,"Herzelia","S",32.17,34.8,298,34.7100911,32.21061123,48.98520081,5,0,0,0,5,0,25.54674318
"172",172,172,172,"104-2012_13",7,0,"11","0",2012,11,15,"2012-11-15",46,"autumn","Levi","Ashdod S",16,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,NA,28.8,"Ashdod","S",31.83,34.63,301,34.620945,31.83464452,28.31110829,0,0,0,0,0,0,NA
"173",173,173,173,"105-1977_8",14,30,"17","30",1977,12,27,"1977-12-27",52,"winter","Tzion","Gazza",16,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,28.8,"Gaza",NA,31.6,34.48,310,34.4662761,31.60985442,29.16197141,0,0,0,0,0,0,NA
"174",174,174,174,"105-1978",NA,NA,NA,NA,1978,7,13,"1978-07-13",28,"summer","Sarot","Mistach",12,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,21.6,"Mistach",NA,31.1,33.66,355,NA,NA,NA,0,0,0,0,0,0,NA
"175",175,175,175,"105-1981_2",NA,NA,NA,NA,1981,12,22,"1981-12-22",51,"winter","Levi","Ashdod N",8,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,14.4,"Ashdod","N",31.83,34.63,301,34.63,31.83,16.71903291,0,0,0,0,0,0,NA
"176",176,176,176,"105-1984_5",9,45,"5","45",1984,11,3,"1984-11-03",44,"autumn","Sarot","Tel-Baruch",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,"Riding",NA,32.1,34.77,285,NA,NA,NA,0,0,0,0,0,0,NA
"177",177,177,177,"105-1987_8",NA,NA,NA,NA,1987,11,11,"1987-11-11",45,"autumn","Sarot","Ashdod N",20,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,36,"Ashdod","N",31.83,34.63,301,34.60464372,31.84300302,35.77251771,0,0,0,0,0,0,NA
